연번,분야,행사유형,분야 및 행사유형,지역,제목,출처,행사시작일,행사종료일,등록일
689,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,한-중미 FTA를 활용한 중미 진출 지원 세미나 개최 안내,한국무역협회,2020-12-02,2020-12-02,2020-11-20
690,창업,전시/박람회,창업 > 전시/박람회,서울특별시,2020년 인공지능 반도체 설계 경진대회 개최,K-ICT 빅데이터센터,2020-12-29,2021-04-30,2020-11-20
691,인력,교육,인력 > 교육,서울특별시,2020년 수출입안전관리우수업체 제도 심화과정 교육 실시 안내,한국AEO진흥협회,2020-12-03,2020-12-16,2020-11-20
692,수출,세미나/포럼,수출 > 세미나/포럼,광주광역시,한-중앙아시아 협력 사례 및 향후 전망 온라인 세미나 개최 안내,한국무역협회,2020-11-26,2020-11-26,2020-11-20
693,수출,세미나/포럼,수출 > 세미나/포럼,부산광역시,[부산] 아세안 전문가 초청 세미나 안내,벡스코,2020-11-27,2020-11-27,2020-11-20
694,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2021년 한-러 경제전망 세미나 개최 안내,한국무역협회,2020-12-10,2020-12-10,2020-11-20
695,기술,기타,기술 > 기타,대구광역시,[대구] 2020년 산-병 협력 온택트 네트워킹 데이 개최 안내,대구테크노파크,2020-11-25,2020-11-25,2020-11-20
696,경영,교육,경영 > 교육,대구광역시,2020년 4차 최고CEO 3D프린팅 경영혁신 교육 안내,3D프린팅 경영혁신 웨비나,2020-11-26,2020-11-26,2020-11-20
697,인력,세미나/포럼,인력 > 세미나/포럼,대구광역시,2020년 제3회 대구 콘텐츠 기업 지원센터 D-콘텐츠 Tech Meet Up 온ㆍ오프라인 개최 안내,대구콘텐츠기업지원센터,2020-11-26,2020-11-26,2020-11-20
698,인력,교육,인력 > 교육,대구광역시,2020년 사료 품질 및 안전성 온라인 교육 안내,한국단미사료협회,2020-12-10,2020-12-10,2020-11-20
699,인력,전시/박람회,인력 > 전시/박람회,서울특별시,2020년 DDP 디자인페어 온라인 개최 안내,서울디자인재단,2020-11-20,2021-12-31,2020-11-20
700,기술,세미나/포럼,기술 > 세미나/포럼,서울특별시,2020년 APEC 중소벤처기업 스마트 제조혁신 포럼 개최 안내,중소기업기술정보진흥원,2020-11-24,2020-11-24,2020-11-20
701,인력,전시/박람회,인력 > 전시/박람회,서울특별시,2020년 제5회 의료기기 온라인 채용박람회 개최,한국의료기기안전정보원,2020-11-20,2020-12-11,2020-11-20
702,기술,교육,기술 > 교육,서울특별시,해양수산과학기술진흥원 온라인 R&D교육 안내,해양수산과학기술진흥원,2020-11-30,2020-12-29,2020-11-20
703,인력,세미나/포럼,인력 > 세미나/포럼,부산광역시,2020년 전략적 핵심인재 확보 온라인 세미나 개최 안내,인사혁신처,2020-11-27,2020-11-27,2020-11-20
704,인력,세미나/포럼,인력 > 세미나/포럼,경상북도,[경북] 구미시 제26회 경영혁신 CEO세미나 개최 안내,구미중소기업협의회,2020-12-03,2020-12-03,2020-11-20
705,인력,교육,인력 > 교육,부산광역시,"코로나19 극복, 영화인 직업훈련 긴급 지원사업 프로그램(콘텐츠 산업의 변화와 시나리오 작법) 안내",영화진흥위원회,2020-12-04,2020-12-24,2020-11-20
706,인력,교육,인력 > 교육,경기도,[경기] 고양시 2020년 5차 소공인특화교육 경영대학 교육 실시 안내(고양인쇄문화소공인특화지원센터),고양인쇄문화소공인특화지원센터,2020-11-25,2020-12-02,2020-11-20
707,수출,수출상담회,수출 > 수출상담회,대구광역시,중국ㆍ유럽 진출을 위한 지식재산권 Key point 온라인 설명회 및 상담회 개최 안내,FTA종합지원센터,2020-11-27,2020-11-27,2020-11-20
708,경영,세미나/포럼,경영 > 세미나/포럼,대구광역시,[대구] 제19회 대구국가혁신융복합단지 리더스 포럼(오프라인) 개최 안내,대구테크노파크,2020-11-25,2020-11-25,2020-11-20
709,수출,세미나/포럼,수출 > 세미나/포럼,경기도,대한화장품산업연구원 제10회 글로벌 화장품시장 동향 분석 세미나 개최 안내,한국보건산업진흥원,2020-11-27,2020-11-27,2020-11-20
710,기술,세미나/포럼,기술 > 세미나/포럼,경기도,전문가 특강(스마트 공장 구현을 위한 최적의 MES 구축 방안) 안내,성균관대학교 스마트팩토리융합학과,2020-11-25,2020-11-25,2020-11-20
711,기술,세미나/포럼,기술 > 세미나/포럼,경기도,전문가 특강(글로벌 기업의 스마트팩토리 성공사례 및 적용 솔루션) 안내,성균관대학교 스마트팩토리융합학과,2020-11-24,2020-11-24,2020-11-20
712,인력,전시/박람회,인력 > 전시/박람회,서울특별시,스타트업-ICT개발자 매칭데이 참가기업 모집 안내,ICT 콤플렉스,2020-12-10,2020-12-10,2020-11-19
713,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,[서울] 2020년 캠퍼스타운 ALL-SET 원스톱 창업상담창구 운영 안내,인덕대학교,2020-11-19,2020-12-31,2020-11-19
714,창업,세미나/포럼,창업 > 세미나/포럼,서울특별시,2020년 낙성스타트업 포럼 행사 안내,낙성벤처창업센터,2020-11-23,2020-11-23,2020-11-19
715,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,화장품ㆍ헬스케어 산업 제9회 국제마케팅 세미나 개최 안내,대한상공회의소,2020-11-24,2020-11-24,2020-11-19
716,수출,교육,수출 > 교육,서울특별시,2020년 인터참코리아 FTA 활용지원관 무료 컨설팅 안내 (FTA 활용 및 인증),한국무역협회,2020-12-17,2020-12-20,2020-11-19
717,경영,사업설명회,경영 > 사업설명회,서울특별시,한국에너지공단 분산에너지 활성화 로드맵 설명회 개최,한국에너지공단,2020-11-27,2020-11-27,2020-11-19
718,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,기상기후산업 해외진출 확대를 위한 민ㆍ관 협력 세미나 개최 안내,한국기상산업기술원,2020-12-03,2020-12-03,2020-11-19
719,인력,교육,인력 > 교육,서울특별시,[서울] 창신 의류제조 소공인특화지원센터 경영 역량강화 교육 안내,한국패션산업협회,2020-12-07,2020-12-10,2020-11-19
720,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,SCL Korea 정식 창설 기념 특별 세미나 개최,한국플랜트산업협회,2020-12-03,2020-12-03,2020-11-19
721,수출,기타,수출 > 기타,대구광역시,[대구] 인도 통관 환경변화 수출기업 대응 설명회 개최 안내,대구상공회의소,2020-12-09,2020-12-09,2020-11-19
722,인력,전시/박람회,인력 > 전시/박람회,서울특별시,2020년 식품 우수기술 파트너링 개최 안내,농업기술실용화재단,2020-11-25,2020-11-25,2020-11-19
723,경영,교육,경영 > 교육,인천광역시,인천관광기업지원센터 온라인 특강 안내,인천광역시 서구,2020-11-16,2020-12-02,2020-11-19
724,인력,교육,인력 > 교육,대구광역시,2020년 지역산업맞춤형인력양성사업 12월 재직자 대상 교육 실시,대구경북디자인센터,2020-12-02,2020-12-18,2020-11-19
725,경영,전시/박람회,경영 > 전시/박람회,전라남도,2020년 전라북도 온라인 박람회 참여업체 모집 공고,전라북도공예협동조합,2020-11-28,2020-12-31,2020-11-19
726,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,2020년 하반기 서울시 민관협력포럼 개최 안내,한국소방산업기술원,2020-11-20,2020-11-20,2020-11-19
727,인력,전시/박람회,인력 > 전시/박람회,세종특별자치시,2020년 산학협력 EXPO 개최 안내,교육부,2020-12-02,2020-12-10,2020-11-19
728,인력,교육,인력 > 교육,서울특별시,2020년 사회적경제 전문강사 온라인 공개 강의 안내,한국사회적기업진흥원,2020-12-05,2020-12-05,2020-11-19
729,인력,교육,인력 > 교육,경기도,[경기] 성남시 2020년 5차 소공인 특화교육(혁신교육) 안내,성남산업진흥원,2020-11-26,2020-12-04,2020-11-19
730,인력,교육,인력 > 교육,서울특별시,2020년 1차ㆍ2차ㆍ3차 귀속 연말정산 실무강좌 참가 안내,안성상공회의소,2020-12-08,2020-12-15,2020-11-19
731,내수,전시/박람회,내수 > 전시/박람회,인천광역시,[인천] I-ComeUp 2020 인천창업벤처한마당 개최 안내,인천광역시,2020-11-26,2020-11-26,2020-11-19
732,창업,교육,창업 > 교육,강원도,[강원] 2020년 32기 IP(지식재산) 디딤돌 프로그램 IP(지식재산) 창업존 시니어 교육 안내,강원도경제진흥원,2020-12-01,2020-12-15,2020-11-18
733,인력,교육,인력 > 교육,대구광역시,[대구] R&Dㆍ비R&D과제코디지원사업 과제고도화 교육 안내,대구상공회의소,2020-12-04,2020-12-04,2020-11-18
734,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,제19차 국제반부패회의(IACC) 온라인 개최 안내,국민권익위원회,2020-12-01,2020-12-04,2020-11-18
735,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2020년 3차 소상공인 온라인 정책토론회 개최,소상공인시장진흥공단,2020-11-20,2020-11-20,2020-11-18
736,인력,교육,인력 > 교육,서울특별시,제4차 에너지 절약계획서 작성실무과정 교육 실시 모집 공고,대한건축사협회,2020-12-10,2020-12-12,2020-11-18
737,인력,세미나/포럼,인력 > 세미나/포럼,울산광역시,[울산] 2020년 청년친화 CEO포럼 개최,울산경제진흥원,2020-11-27,2020-11-27,2020-11-18
738,경영,사업설명회,경영 > 사업설명회,충청남도,농업과 기업 간 연계강화 사업설명회 개최,충남창조경제혁신센터,2020-12-04,2020-12-15,2020-11-18
739,경영,사업설명회,경영 > 사업설명회,경상북도,[경북] 2020년 기업지원사업 설명회 개최 안내,구미중소기업협의회,2020-11-20,2020-11-20,2020-11-18
740,기술,세미나/포럼,기술 > 세미나/포럼,서울특별시,한국철도공사(KORAIL) 기술상담회 개최 안내,한국산학연협회,2020-12-01,2020-12-31,2020-11-18
741,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,독일시장 트랜드 정보 제공 웨비나 개최 안내,한독상공회의소,2020-11-20,2020-12-10,2020-11-18
742,경영,교육,경영 > 교육,부산광역시,[부산] 마을기업 BIZ 한걸음 경영교육 프로그램 안내,사회적기업연구원,2020-12-08,2020-12-08,2020-11-18
743,내수,전시/박람회,내수 > 전시/박람회,부산광역시,2020년 부산시 사회적경제 온라인 박람회 행사 개최 안내,사회적기업연구원,2020-11-23,2020-12-02,2020-11-18
744,기술,전시/박람회,기술 > 전시/박람회,대구광역시,섬유산업 제조로봇 전국투어 설명회 개최 및 제조로봇 표준공정모델 홍보부스 안내,한국섬유기계융합연구원,2020-11-24,2020-11-27,2020-11-18
745,경영,전시/박람회,경영 > 전시/박람회,경상남도,2020년 온라인 로봇세일페스타 개최 안내,경남로봇랜드재단,2020-11-23,2020-11-29,2020-11-18
746,경영,전시/박람회,경영 > 전시/박람회,대구광역시,2020년 대구 사회적경제 온라인 박람회 개최 안내,대구사회적경제지원센터,2020-11-20,2020-11-21,2020-11-18
747,창업,세미나/포럼,창업 > 세미나/포럼,서울특별시,2020년 7th SCCEIㆍ현대카드 스타트업 오픈스테이지 밋업 개최 안내,서울창조경제혁신센터,2020-12-09,2020-12-09,2020-11-18
748,창업,세미나/포럼,창업 > 세미나/포럼,대구광역시,2020년 게임산업분야 스타트업 데모데이 with Innovation Factory 개최 안내,창조경제혁신센터,2020-12-03,2020-12-03,2020-11-18
749,인력,교육,인력 > 교육,경기도,한국전자기술연구원 2020년 재직자 향상 무료 교육 안내,한국전자기술연구원,2020-11-30,2020-12-11,2020-11-18
750,기술,사업설명회,기술 > 사업설명회,대전광역시,대전테크노파크-국방과학연구소 국방기술 사업화 기술이전설명회 공동개최 안내,대전테크노파크,2020-11-24,2020-11-24,2020-11-18
751,금융,세미나/포럼,금융 > 세미나/포럼,서울특별시,2020년 첨단소재부품 뿌리산업기술대전 국내 투자자 매칭 상담회 개최 안내,한국소재부품장비투자기관협의회,2020-12-08,2020-12-09,2020-11-18
752,인력,세미나/포럼,인력 > 세미나/포럼,대전광역시,"2020년 통계세미나 - 통계의 역사, 통계학의 역사 개최 안내",통계청 통계교육원,2020-11-26,2020-11-26,2020-11-17
753,인력,교육,인력 > 교육,인천광역시,화장품(미용)산업 특화 원산지판정 서류작성실습 FTA 온라인 교육 안내,인천상공회의소,2020-12-02,2020-12-02,2020-11-17
754,인력,교육,인력 > 교육,서울특별시,2020년 2기 스타트업 실무교육(특화과정) 온라인 실시 안내,시흥산업진흥원,2020-11-09,2020-11-22,2020-11-17
755,경영,세미나/포럼,경영 > 세미나/포럼,대구광역시,[대구] 2020년 2차 지역SW기업 경영환경 개선을 위한 인사ㆍ노무 세미나 개최(지역SW기업 성장지원 사업),대구디지털산업진흥원,2020-11-23,2020-11-23,2020-11-17
756,경영,세미나/포럼,경영 > 세미나/포럼,부산광역시,중소벤처기업진흥공단 스마트공장 MOM 이해 웨비나 연수 과정 개최,중소벤처기업진흥공단,2020-11-20,2020-11-20,2020-11-17
757,수출,사업설명회,수출 > 사업설명회,경상남도,2021년 세계시장 진출전략 설명회 개최 안내,경상남도 해외마케팅 사업지원시스템,2020-12-01,2020-12-01,2020-11-17
758,제도,세미나/포럼,제도 > 세미나/포럼,서울특별시,2020년 HACCP KOREA 온ㆍ오프라인 개최 안내,한국식품안전관리인증원,2020-12-04,2020-12-04,2020-11-17
759,경영,교육,경영 > 교육,강원도,[강원] 춘천시 2020년 중소기업 마케팅 역량강화 교육 및 상담 실시,강원테크노파크,2020-11-30,2020-11-30,2020-11-17
760,인력,세미나/포럼,인력 > 세미나/포럼,제주특별자치도,[제주] 재주인라이브러리(아이디어 X 메이커스 매칭로컬ㆍ크리에이터와의 만남ㆍ네트워킹 파티) 개최 안내,제주영상문화산업진흥원,2020-11-23,2020-12-04,2020-11-17
761,경영,전시/박람회,경영 > 전시/박람회,부산광역시,[부산] 2020년 사회적경제 온라인 박람회 개최 안내,부산광역시,2020-11-23,2020-12-02,2020-11-17
762,금융,교육,금융 > 교육,광주광역시,[광주] 3차 투자IR 교육 실시,광주창조경제혁신센터,2020-12-01,2020-12-09,2020-11-17
763,인력,교육,인력 > 교육,제주특별자치도,[제주] 2020년 일상을 공유하는 스마트폰 영상제작교육 개최 안내(영상미디어센터 일반인미디어교육),제주영상문화산업진흥원,2020-11-30,2020-12-11,2020-11-17
764,기술,세미나/포럼,기술 > 세미나/포럼,광주광역시,2020년 제4차 중소기업기술혁신센터 온라인 공동기술교류회 개최 안내,중소기업기술정보진흥원,2020-11-19,2020-11-19,2020-11-17
765,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,제8회 유통산업주간 글로벌 온라인 유통시장 진출전략 설명회 개최 안내,대한상공회의소,2020-12-15,2020-12-15,2020-11-17
766,경영,교육,경영 > 교육,경기도,[경기] 안산시 2020년 2차 연말정산 교육 실시,대한상공회의소,2020-12-23,2020-12-23,2020-11-17
